,date,count,mean,std,min,25%,50%,75%,max
239,december16_december17,270.0,0.11702216387864536,0.24600613984074346,-0.46875,0.0,0.0,0.19318181818181807,0.890625
240,december17_december18,293.0,0.12325557500898798,0.22989911118312994,-0.30000000000000004,0.0,0.02777777777777778,0.23193181818181816,1.0
241,december18_december19,296.0,0.14732302513552514,0.2336347209612911,-0.16666666666666666,0.0,0.0,0.26666666666666666,0.9255208333333332
242,december19_december20,198.0,0.13423758045522566,0.2852870968576019,-0.5,0.0,0.0,0.3374053030303031,1.0
243,december20_december21,239.0,0.10356440507133499,0.21421349552097463,-0.6,0.0,0.03409090909090909,0.2388888888888889,0.625
244,december21_december22,226.0,0.11694545805718373,0.25727217752851705,-0.6,0.0,0.0,0.25,0.85
245,december22_december23,238.0,0.11696135272290734,0.2221371232729758,-0.7,0.0,0.0,0.1990909090909091,0.85
246,december23_december24,246.0,0.10023850218209976,0.2993827814748667,-0.9765625,0.0,0.0,0.17500000000000002,1.0
247,december24_december25,322.0,0.13216816948640928,0.2656116460779553,-0.8,0.0,0.07878787878787878,0.26295454545454544,1.0
248,december25_december26,337.0,0.17217085376604108,0.2671094839989943,-0.4833333333333333,0.0,0.06818181818181818,0.3,1.0
249,december26_december27,237.0,0.21112347860765585,0.3106296125055183,-0.4,0.0,0.13636363636363635,0.35714285714285715,1.0
250,december27_december28,180.0,0.13543168791085458,0.26883767875976705,-0.525,0.0,0.06818181818181818,0.26666666666666666,1.0
251,december28_december29,249.0,0.10335701137884871,0.24417619122783688,-0.5,0.0,0.0,0.16666666666666666,0.9765625
252,december29_december30,209.0,0.06276362911410759,0.19350587013225232,-0.75,0.0,0.0,0.13333333333333333,0.7
253,december30_december31,236.0,0.11502308955169124,0.2139723039236812,-0.55,0.0,0.015476190476190473,0.2333333333333333,1.0
254,december31_january1,333.0,0.15095181084764417,0.23098588112589613,-0.3999999999999999,0.0,0.08482142857142858,0.2325396825396825,1.0
255,january1_january2,245.0,0.2726959362208087,0.26785127490625643,-0.4,0.0,0.2833333333333334,0.4681818181818182,1.0
256,january2_january3,177.0,0.11130295081566269,0.24557029334058764,-0.6,0.0,0.03333333333333333,0.2,1.0
257,january3_january4,146.0,0.07602162772539486,0.20888488725892693,-0.5874999999999999,0.0,0.0,0.18229166666666666,0.6672727272727272
258,january4_january5,190.0,0.07946919085118098,0.2704195983664738,-1.0,0.0,0.0,0.16874999999999998,0.875
259,january5_january6,205.0,0.09796359368950833,0.2236620504936691,-0.5,0.0,0.04363636363636363,0.2,0.8
260,january6_january7,188.0,0.11262998886087318,0.22467244356016913,-0.4333333333333333,0.0,0.0,0.13636363636363635,0.8
261,january7_january8,224.0,0.08250544435998305,0.21383251704209458,-0.5,0.0,0.0,0.2,1.0
262,january8_january9,232.0,0.10138342320993185,0.2398578551301076,-0.5,0.0,0.0,0.16875,1.0
263,january9_january10,204.0,0.08570016516707693,0.24441608024215267,-0.525,0.0,0.0,0.19801587301587306,0.875
264,january10_january11,188.0,0.11409460719421105,0.2515873275667731,-0.6,0.0,0.0,0.25,1.0
265,january11_january12,251.0,0.12033523913005985,0.28999027826716434,-1.0,0.0,0.0,0.24863636363636366,0.9
266,january12_january13,263.0,0.0792227767215885,0.23174279031957967,-1.0,0.0,0.0,0.17583333333333334,0.7
267,january13_january14,198.0,0.16648875342530645,0.22837611073568648,-0.2,0.0,0.09971590909090909,0.34374999999999994,0.7
268,january14_january15,311.0,0.08051863760866976,0.16229856027447473,-0.4,0.0,0.0,0.13636363636363635,0.7
269,january15_january16,266.0,0.013222897611995353,0.2783916436364969,-1.0,0.0,0.0,0.13636363636363635,0.5
270,january16_january17,201.0,0.1842191108251431,0.25877748460005656,-0.35625,0.0,0.125,0.31666666666666665,1.0
271,january17_january18,213.0,0.1536901910904258,0.23602315736985385,-0.25,0.0,0.054545454545454536,0.2333333333333333,0.875
272,january18_january19,216.0,0.19722304894179896,0.31628162662499376,-0.7000000000000001,0.0,0.1572727272727273,0.4,1.0
273,january19_january20,321.0,0.09740188902766785,0.23795911805516742,-0.6999999999999998,0.0,0.02500000000000001,0.2,1.0
